,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,GlobalSales,Global_Sales,player_demographic
194,196,Guitar Hero II,PS2,2006-01-01,Misc,RedOctane,3.81,0.63,0.0,0.68,5.12,0.0617671944880938,General
195,197,Resident Evil 5,PS3,2009-01-01,Action,Capcom,1.96,1.43,1.08,0.65,5.11,0.0616463193521092,Hardcore
196,198,Grand Theft Auto V,XOne,2014-01-01,Action,Take-Two Interactive,2.66,2.01,0.0,0.41,5.08,0.0612836939441557,Hardcore
197,199,Grand Theft Auto: Vice City Stories,PSP,2006-01-01,Action,Take-Two Interactive,1.7,2.02,0.16,1.21,5.08,0.0612836939441557,Hardcore
198,200,FIFA Soccer 11,PS3,2010-01-01,Sports,Electronic Arts,0.6,3.29,0.06,1.13,5.08,0.0612836939441557,General
199,201,Super Mario Bros.,GB,1999-01-01,Platform,Nintendo,3.4,1.3,0.15,0.22,5.07,0.0611628188081711,General
200,202,Resident Evil,PS,1996-01-01,Action,Virgin Interactive,2.05,1.16,1.11,0.73,5.05,0.0609210685362021,Hardcore
201,203,Tony Hawk's Pro Skater,PS,1999-01-01,Sports,Activision,3.42,1.38,0.02,0.2,5.02,0.0605584431282485,General
202,204,Super Smash Bros. for Wii U and 3DS,WiiU,2014-01-01,Fighting,Nintendo,2.59,1.06,0.8,0.57,5.02,0.0605584431282485,General
203,205,Warzone 2100,PS,1999-01-01,Strategy,Eidos Interactive,2.79,1.89,0.0,0.33,5.01,0.060437567992264,General
204,206,Spyro the Dragon,PS,1998-01-01,Platform,Sony Computer Entertainment,3.36,1.36,0.07,0.21,5.0,0.0603166928562794,General
205,207,Link's Crossbow Training,Wii,2007-01-01,Shooter,Nintendo,3.06,1.18,0.29,0.46,5.0,0.0603166928562794,Hardcore
206,208,Guitar Hero III: Legends of Rock,PS2,2007-01-01,Misc,Activision,3.49,0.01,0.01,1.48,4.98,0.0600749425843104,General
207,209,Fallout 3,X360,2008-01-01,Role-Playing,Bethesda Softworks,3.39,1.03,0.09,0.44,4.96,0.0598331923123413,General
208,210,Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,DS,2007-01-01,Role-Playing,Nintendo,1.85,1.2,1.54,0.37,4.96,0.0598331923123413,General
209,211,Uncharted: Drake's Fortune,PS3,2007-01-01,Action,Sony Computer Entertainment,2.31,1.73,0.12,0.78,4.94,0.0595914420403723,Hardcore
210,212,Madden NFL 06,PS2,2005-01-01,Sports,Electronic Arts,3.98,0.26,0.01,0.66,4.91,0.0592288166324187,General
211,213,LEGO Star Wars: The Complete Saga,DS,2007-01-01,Action,LucasArts,2.89,1.54,0.0,0.46,4.9,0.0591079414964341,Hardcore
212,214,Diddy Kong Racing,N64,1997-01-01,Racing,Nintendo,2.91,0.99,0.89,0.1,4.88,0.0588661912244651,All Ages
213,215,Monster Hunter Freedom 3,PSP,2010-01-01,Role-Playing,Capcom,0.0,0.0,4.87,0.0,4.87,0.0587453160884806,General
214,216,Dr. Mario,NES,1990-01-01,Puzzle,Nintendo,2.62,0.6,1.52,0.1,4.85,0.0585035658165115,Casual
215,217,God of War III,PS3,2010-01-01,Action,Sony Computer Entertainment,2.74,1.36,0.12,0.63,4.84,0.058382690680527,Hardcore
216,218,StarCraft II: Wings of Liberty,PC,2010-01-01,Strategy,Activision,2.56,1.68,0.0,0.59,4.83,0.0582618155445424,General
217,219,Assassin's Creed,PS3,2007-01-01,Adventure,Ubisoft,1.91,2.0,0.09,0.83,4.83,0.0582618155445424,Casual
218,220,FIFA 15,PS3,2014-01-01,Sports,Electronic Arts,0.57,3.14,0.04,1.07,4.82,0.0581409404085579,General
219,221,Crash Team Racing,PS,1999-01-01,Racing,Sony Computer Entertainment,2.57,1.57,0.44,0.21,4.79,0.0577783150006043,All Ages
220,222,FIFA 17,PS4,2016-01-01,Sports,Electronic Arts,0.28,3.75,0.06,0.69,4.77,0.0575365647286353,General
221,223,Batman: Arkham City,X360,2011-01-01,Action,Warner Bros. Interactive Entertainment,2.99,1.31,0.04,0.41,4.76,0.0574156895926508,Hardcore
222,224,Driver 2,PS,2000-01-01,Action,Atari,2.36,2.1,0.02,0.25,4.73,0.0570530641846972,Hardcore
223,225,The Simpsons: Hit & Run,PS2,2003-01-01,Racing,Vivendi Games,1.73,2.19,0.0,0.79,4.7,0.0566904387767436,All Ages
224,226,Tony Hawk's Pro Skater 2,PS,2000-01-01,Sports,Activision,3.05,1.41,0.02,0.2,4.68,0.0564486885047745,General
225,227,Animal Crossing: City Folk,Wii,2008-01-01,Simulation,Nintendo,1.87,1.12,1.32,0.37,4.68,0.0564486885047745,General
226,228,The Lord of the Rings: The Two Towers,PS2,2002-01-01,Action,Electronic Arts,1.94,1.95,0.08,0.7,4.67,0.05632781336879,Hardcore
227,229,Forza Motorsport 4,X360,2011-01-01,Racing,Microsoft Game Studios,2.08,2.04,0.06,0.47,4.64,0.0559651879608364,All Ages
228,230,Tomb Raider,PS,1996-01-01,Action,Eidos Interactive,2.29,1.97,0.13,0.24,4.63,0.0558443128248519,Hardcore
229,231,Guitar Hero III: Legends of Rock,Wii,2007-01-01,Misc,Activision,3.06,1.12,0.0,0.44,4.62,0.0557234376888674,General
230,232,The Legend of Zelda: A Link to the Past,SNES,1991-01-01,Action,Nintendo,2.42,0.91,1.15,0.13,4.61,0.0556025625528828,Hardcore
231,233,The Legend of Zelda: The Wind Waker,GC,2002-01-01,Action,Nintendo,2.6,0.99,0.89,0.13,4.6,0.0554816874168983,Hardcore
232,234,Mario & Sonic at the Olympic Winter Games,Wii,2009-01-01,Sports,Sega,1.89,1.99,0.22,0.48,4.58,0.0552399371449293,General
233,235,Luigi's Mansion: Dark Moon,3DS,2013-01-01,Action,Nintendo,1.78,1.39,1.1,0.3,4.58,0.0552399371449293,Hardcore
234,236,Splatoon,WiiU,2015-01-01,Shooter,Nintendo,1.55,1.15,1.44,0.43,4.57,0.0551190620089447,Hardcore
235,237,The Last of Us,PS4,2014-01-01,Action,Sony Computer Entertainment,1.78,1.87,0.07,0.82,4.55,0.0548773117369757,Hardcore
236,238,Guitar Hero III: Legends of Rock,X360,2007-01-01,Misc,Activision,3.19,0.92,0.01,0.42,4.53,0.0546355614650066,General
237,239,Madden NFL 2005,PS2,2004-01-01,Sports,Electronic Arts,4.18,0.26,0.01,0.08,4.53,0.0546355614650066,General
238,240,Pitfall!,2600,1981-01-01,Platform,Activision,4.21,0.24,0.0,0.05,4.5,0.054272936057053,General
239,241,Madden NFL 07,PS2,2006-01-01,Sports,Electronic Arts,3.63,0.24,0.01,0.61,4.49,0.0541520609210685,General
240,242,Spider-Man: The Movie,PS2,2002-01-01,Action,Activision,2.71,1.51,0.03,0.23,4.48,0.054031185785084,Hardcore
241,243,Dragon Quest VII: Warriors of Eden,PS,2000-01-01,Role-Playing,Enix Corporation,0.2,0.14,4.1,0.02,4.47,0.0539103106490994,General
242,244,Uncharted: The Nathan Drake Collection,PS4,2015-01-01,Action,Sony Computer Entertainment,1.96,1.69,0.08,0.74,4.47,0.0539103106490994,Hardcore
243,245,Call of Duty: Advanced Warfare,PS3,2014-01-01,Shooter,Activision,1.54,1.94,0.19,0.77,4.45,0.0536685603771304,Hardcore
244,246,God of War,PS2,2005-01-01,Action,Sony Computer Entertainment,2.71,1.29,0.02,0.43,4.45,0.0536685603771304,Hardcore
245,247,Nintendo Land,WiiU,2012-01-01,Misc,Nintendo,2.55,1.11,0.46,0.33,4.44,0.0535476852411459,General
246,248,Michael Jackson: The Experience,Wii,2010-01-01,Misc,Ubisoft,2.67,1.35,0.01,0.39,4.42,0.0533059349691768,General
247,249,Tony Hawk's Pro Skater 3,PS2,2001-01-01,Sports,Activision,2.66,1.29,0.01,0.46,4.41,0.0531850598331923,General
248,250,Winning Eleven: Pro Evolution Soccer 2007,PS2,2006-01-01,Sports,Konami Digital Entertainment,0.1,2.39,1.05,0.86,4.39,0.0529433095612232,General
249,251,The Elder Scrolls IV: Oblivion,X360,2006-01-01,Role-Playing,Take-Two Interactive,2.82,1.05,0.13,0.4,4.39,0.0529433095612232,General
250,252,Zelda II: The Adventure of Link,NES,1987-01-01,Adventure,Nintendo,2.19,0.5,1.61,0.08,4.38,0.0528224344252387,Casual
251,253,Need for Speed: Most Wanted,PS2,2005-01-01,Racing,Electronic Arts,2.03,1.79,0.08,0.47,4.37,0.0527015592892542,All Ages
252,254,Resistance: Fall of Man,PS3,2006-01-01,Shooter,Sony Computer Entertainment,1.73,1.73,0.14,0.75,4.35,0.0524598090172851,Hardcore
253,255,Sonic the Hedgehog,GEN,1991-01-01,Platform,Sega,3.03,0.91,0.26,0.13,4.34,0.0523389338813006,General
254,256,Kingdom Hearts II,PS2,2005-01-01,Role-Playing,Square Enix,2.2,0.58,1.38,0.17,4.33,0.0522180587453161,General
255,257,FIFA 14,X360,2013-01-01,Sports,Electronic Arts,0.92,2.93,0.01,0.46,4.31,0.051976308473347,General
256,258,Call of Duty: Advanced Warfare,X360,2014-01-01,Shooter,Activision,2.75,1.18,0.0,0.37,4.31,0.051976308473347,Hardcore
257,259,Asteroids,2600,1980-01-01,Shooter,Atari,4.0,0.26,0.0,0.05,4.31,0.051976308473347,Hardcore
258,260,Fable II,X360,2008-01-01,Role-Playing,Microsoft Game Studios,2.51,1.27,0.11,0.41,4.31,0.051976308473347,General
259,261,Halo 5: Guardians,XOne,2015-01-01,Shooter,Microsoft Game Studios,2.64,1.2,0.03,0.39,4.26,0.0513719327934244,Hardcore
260,262,Super Mario 3D World,WiiU,2013-01-01,Platform,Nintendo,2.11,1.11,0.72,0.3,4.25,0.0512510576574398,General
261,263,Batman: Arkham Asylum,PS3,2009-01-01,Action,Eidos Interactive,2.23,1.34,0.07,0.61,4.25,0.0512510576574398,Hardcore
262,264,Assassin's Creed: Revelations,PS3,2011-01-01,Action,Ubisoft,1.41,2.02,0.1,0.72,4.24,0.0511301825214553,Hardcore
263,265,Namco Museum,GBA,2001-01-01,Misc,Namco Bandai Games,3.0,1.11,0.05,0.07,4.24,0.0511301825214553,General
264,266,Metal Gear Solid 3: Snake Eater,PS2,2004-01-01,Action,Konami Digital Entertainment,1.46,0.0,0.83,1.93,4.23,0.0510093073854708,Hardcore
265,267,Daxter,PSP,2006-01-01,Platform,Sony Computer Entertainment,2.45,1.02,0.0,0.75,4.22,0.0508884322494862,General
266,268,Warcraft II: Tides of Darkness,PC,1995-01-01,Strategy,Activision,1.7,2.27,0.0,0.23,4.21,0.0507675571135017,General
267,269,The Legend of Zelda: Ocarina of Time,3DS,2011-01-01,Action,Nintendo,2.03,1.27,0.62,0.3,4.21,0.0507675571135017,Hardcore
268,270,FIFA Soccer 06,PS2,2005-01-01,Sports,Electronic Arts,0.78,2.55,0.04,0.84,4.21,0.0507675571135017,General
269,271,EyeToy Play,PS2,2003-01-01,Misc,Sony Computer Entertainment,0.88,2.3,0.2,0.83,4.2,0.0506466819775172,General
270,272,Uncharted 4: A Thief's End,PS4,2016-01-01,Shooter,Sony Computer Entertainment,1.3,2.07,0.18,0.65,4.2,0.0506466819775172,Hardcore
271,273,Gran Turismo 5 Prologue,PS3,2007-01-01,Racing,Sony Computer Entertainment,1.28,1.83,0.57,0.53,4.2,0.0506466819775172,All Ages
272,274,Assassin's Creed: Revelations,X360,2011-01-01,Action,Ubisoft,2.25,1.47,0.04,0.43,4.19,0.0505258068415327,Hardcore
273,275,Street Fighter IV,PS3,2009-01-01,Fighting,Capcom,2.02,1.06,0.58,0.53,4.19,0.0505258068415327,General
274,276,FIFA 12,X360,2011-01-01,Sports,Electronic Arts,0.84,2.79,0.02,0.53,4.19,0.0505258068415327,General
275,277,Teenage Mutant Ninja Turtles,NES,1989-01-01,Action,Palcom,3.38,0.44,0.31,0.04,4.17,0.0502840565695636,Hardcore
276,278,Excitebike,NES,1984-01-01,Racing,Nintendo,2.04,0.48,1.57,0.07,4.16,0.0501631814335791,All Ages
277,279,Frogger,PS,1997-01-01,Action,Hasbro Interactive,3.79,0.27,0.0,0.11,4.16,0.0501631814335791,Hardcore
278,280,Madden NFL 2003,PS2,2002-01-01,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14,0.04992143116161,General
279,281,Watch Dogs,PS4,2014-01-01,Action,Ubisoft,1.4,1.86,0.11,0.77,4.14,0.04992143116161,Hardcore
280,282,Half-Life,PC,1997-01-01,Shooter,Vivendi Games,4.03,0.0,0.09,0.0,4.12,0.049679680889641,Hardcore
281,283,Super Mario World 2: Yoshi's Island,SNES,1995-01-01,Platform,Nintendo,1.65,0.61,1.76,0.09,4.12,0.049679680889641,General
282,284,FIFA Soccer 07,PS2,2006-01-01,Sports,Electronic Arts,0.71,2.48,0.03,0.89,4.11,0.0495588057536564,General
283,285,The Legend of Zelda: Skyward Sword,Wii,2011-01-01,Action,Nintendo,2.14,1.2,0.37,0.4,4.1,0.0494379306176719,Hardcore
284,286,Street Fighter II Turbo,SNES,1992-01-01,Fighting,Capcom,1.42,0.51,2.1,0.07,4.1,0.0494379306176719,General
285,287,Carnival Games,Wii,2007-01-01,Misc,Take-Two Interactive,2.13,1.5,0.05,0.42,4.1,0.0494379306176719,General
286,288,Fallout 4,XOne,2015-01-01,Role-Playing,Bethesda Softworks,2.45,1.26,0.01,0.37,4.09,0.0493170554816874,General
287,289,World of Warcraft: The Burning Crusade,PC,2007-01-01,Role-Playing,Activision,2.57,1.52,0.0,0.0,4.09,0.0493170554816874,General
288,290,Fallout: New Vegas,X360,2010-01-01,Role-Playing,Bethesda Softworks,2.65,1.06,0.04,0.33,4.08,0.0491961803457028,General
289,291,God of War II,PS2,2007-01-01,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07,0.0490753052097183,Hardcore
290,292,Forza Motorsport 2,X360,2007-01-01,Racing,Microsoft Game Studios,2.35,1.28,0.03,0.41,4.06,0.0489544300737338,All Ages
291,293,World Soccer Winning Eleven 9,PS2,2005-01-01,Sports,Konami Digital Entertainment,0.12,2.26,0.9,0.77,4.06,0.0489544300737338,General
292,294,Namco Museum Vol.3,PS,1996-01-01,Misc,Sony Computer Entertainment,2.28,1.55,0.16,0.06,4.05,0.0488335549377493,General
293,295,Tekken Tag Tournament,PS2,2000-01-01,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05,0.0488335549377493,General
294,296,Far Cry 4,PS4,2014-01-01,Shooter,Ubisoft,1.12,2.12,0.1,0.69,4.03,0.0485918046657802,Hardcore
295,297,Star Fox 64,N64,1997-01-01,Shooter,Nintendo,2.78,0.58,0.64,0.04,4.03,0.0485918046657802,Hardcore
296,298,Minecraft,PS4,2014-01-01,Misc,Sony Computer Entertainment Europe,1.38,1.87,0.12,0.65,4.02,0.0484709295297957,General
297,299,Golf,NES,1984-01-01,Sports,Nintendo,1.22,0.28,2.46,0.04,4.01,0.0483500543938112,General
298,300,Fallout 3,PS3,2008-01-01,Role-Playing,Bethesda Softworks,2.15,1.2,0.07,0.59,4.01,0.0483500543938112,General
299,301,Professor Layton and the Diabolical Box,DS,2007-01-01,Puzzle,Nintendo,0.92,1.78,0.92,0.37,4.0,0.0482291792578266,Casual
300,302,Left 4 Dead 2,X360,2009-01-01,Shooter,Electronic Arts,2.67,0.89,0.05,0.37,3.99,0.0481083041218421,Hardcore
301,303,Namco Museum: 50th Anniversary,PS2,2005-01-01,Misc,Namco Bandai Games,2.08,1.35,0.0,0.54,3.98,0.0479874289858576,General
302,304,EA Sports Active,Wii,2009-01-01,Sports,Electronic Arts,2.1,1.36,0.06,0.4,3.92,0.0472621781699504,General
303,305,Assassin's Creed: Unity,PS4,2014-01-01,Action,Ubisoft,1.18,1.96,0.08,0.7,3.92,0.0472621781699504,Hardcore
304,306,Donkey Kong Land,GB,1994-01-01,Platform,Nintendo,1.97,0.76,1.07,0.11,3.91,0.0471413030339659,General
305,307,Tony Hawk's Underground,PS2,2003-01-01,Sports,Activision,2.29,1.17,0.01,0.42,3.9,0.0470204278979813,General
306,308,Assassin's Creed IV: Black Flag,PS3,2013-01-01,Action,Ubisoft,1.33,1.71,0.13,0.73,3.89,0.0468995527619968,Hardcore
307,309,Monster Hunter 4 Ultimate,3DS,2014-01-01,Role-Playing,Nintendo,0.67,0.49,2.62,0.11,3.89,0.0468995527619968,General
308,310,MotorStorm,PS3,2006-01-01,Racing,Sony Computer Entertainment,1.53,1.61,0.06,0.67,3.88,0.0467786776260123,All Ages
309,311,The Elder Scrolls V: Skyrim,PC,2011-01-01,Role-Playing,Bethesda Softworks,1.15,2.09,0.0,0.64,3.88,0.0467786776260123,General
310,312,Tekken 5,PS2,2005-01-01,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87,0.0466578024900278,General
311,313,Dragon Warrior III,NES,1988-01-01,Role-Playing,Enix Corporation,0.1,0.0,3.77,0.0,3.87,0.0466578024900278,General
312,314,Sports Champions,PS3,2010-01-01,Sports,Sony Computer Entertainment,2.12,1.14,0.1,0.51,3.87,0.0466578024900278,General
313,315,NBA 2K16,PS4,2015-01-01,Sports,Take-Two Interactive,2.48,0.65,0.03,0.69,3.85,0.0464160522180587,General
314,316,World Soccer Winning Eleven 8 International,PS2,2004-01-01,Sports,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85,0.0464160522180587,General
315,317,Flash Focus: Vision Training in Minutes a Day,DS,2007-01-01,Misc,Nintendo,0.87,1.57,1.05,0.35,3.84,0.0462951770820742,General
316,318,Namco Museum Vol.1,PS,1995-01-01,Misc,Sony Computer Entertainment,2.12,1.44,0.22,0.06,3.84,0.0462951770820742,General
317,319,The Legend of Zelda: Link's Awakening,GB,1992-01-01,Action,Nintendo,2.21,0.96,0.54,0.13,3.83,0.0461743019460897,Hardcore
318,320,Mario & Luigi: Bowser's Inside Story,DS,2009-01-01,Role-Playing,Nintendo,2.26,0.48,0.81,0.27,3.83,0.0461743019460897,General
319,321,Big Brain Academy: Wii Degree,Wii,2007-01-01,Misc,Nintendo,1.06,1.93,0.41,0.43,3.82,0.0460534268101051,General
320,322,Nintendogs + cats,3DS,2011-01-01,Simulation,Nintendo,1.44,1.37,0.73,0.27,3.81,0.0459325516741206,General
321,323,Batman: Arkham Knight,PS4,2015-01-01,Action,Warner Bros. Interactive Entertainment,1.49,1.58,0.1,0.61,3.79,0.0456908014021515,Hardcore
322,324,Mario & Sonic at the London 2012 Olympic Games,Wii,2011-01-01,Sports,Sega,1.14,1.91,0.27,0.46,3.78,0.045569926266167,General
323,325,LEGO Indiana Jones: The Original Adventures,X360,2008-01-01,Action,Activision,2.4,1.03,0.0,0.36,3.78,0.045569926266167,Hardcore
324,326,Resident Evil Director's Cut,PS,1996-01-01,Action,Virgin Interactive,1.82,1.24,0.47,0.25,3.77,0.0454490511301825,Hardcore
325,327,Ratchet & Clank: Size Matters,PSP,2007-01-01,Platform,Sony Computer Entertainment,1.4,1.4,0.1,0.87,3.77,0.0454490511301825,General
326,328,Just Dance 2014,Wii,2013-01-01,Misc,Ubisoft,1.98,1.47,0.0,0.32,3.76,0.045328175994198,General
327,329,The Sims: Unleashed,PC,2002-01-01,Simulation,Electronic Arts,2.03,1.56,0.0,0.17,3.76,0.045328175994198,General
328,330,Super Paper Mario,Wii,2007-01-01,Platform,Nintendo,1.98,0.88,0.59,0.32,3.76,0.045328175994198,General
329,331,Harry Potter and the Sorcerer's Stone,PS,2001-01-01,Action,Electronic Arts,1.37,2.0,0.14,0.22,3.73,0.0449655505862444,Hardcore
330,332,The Witcher 3: Wild Hunt,PS4,2015-01-01,Role-Playing,Namco Bandai Games,0.96,2.0,0.21,0.56,3.73,0.0449655505862444,General
331,333,Resident Evil 3: Nemesis,PS,1999-01-01,Action,Eidos Interactive,1.3,0.77,1.54,0.11,3.72,0.0448446754502598,Hardcore
332,334,Spyro: Year of the Dragon,PS,2000-01-01,Platform,Sony Computer Entertainment,1.93,1.58,0.0,0.19,3.71,0.0447238003142753,General
333,335,FIFA Soccer 2005,PS2,2004-01-01,Sports,Electronic Arts,0.58,2.48,0.04,0.59,3.7,0.0446029251782908,General
334,336,Pokémon Trading Card Game,GB,1998-01-01,Strategy,Nintendo,1.49,0.73,1.38,0.1,3.7,0.0446029251782908,General
335,337,Battlefield 4,PS3,2013-01-01,Shooter,Electronic Arts,1.3,1.51,0.27,0.61,3.69,0.0444820500423063,Hardcore
336,338,MySims,DS,2007-01-01,Simulation,Electronic Arts,1.59,1.61,0.08,0.41,3.69,0.0444820500423063,General
337,339,Friend Collection,DS,2009-01-01,Misc,Nintendo,0.0,0.0,3.67,0.0,3.67,0.0442402997703372,General
338,340,Tony Hawk's Pro Skater 4,PS2,2002-01-01,Sports,Activision,2.13,1.18,0.01,0.35,3.67,0.0442402997703372,General
339,341,Midnight Club 3: DUB Edition,PSP,2005-01-01,Racing,Take-Two Interactive,1.65,1.22,0.0,0.79,3.66,0.0441194246343527,All Ages
340,342,Banjo-Kazooie,N64,1998-01-01,Platform,Nintendo,1.87,1.13,0.55,0.1,3.65,0.0439985494983681,General
341,343,SOCOM: U.S. Navy SEALs,PS2,2002-01-01,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65,0.0439985494983681,Hardcore
342,344,Guitar Hero: World Tour,Wii,2008-01-01,Misc,Activision,2.33,0.97,0.0,0.35,3.65,0.0439985494983681,General
343,345,Gran Turismo 6,PS3,2013-01-01,Racing,Sony Computer Entertainment,0.71,1.8,0.4,0.74,3.64,0.0438776743623836,All Ages
344,346,Jak and Daxter: The Precursor Legacy,PS2,2001-01-01,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64,0.0438776743623836,General
345,347,Pokemon Snap,N64,1999-01-01,Simulation,Nintendo,2.23,0.68,0.66,0.06,3.63,0.0437567992263991,General
346,348,FIFA Soccer 10,PS3,2009-01-01,Sports,Electronic Arts,0.6,2.46,0.05,0.52,3.63,0.0437567992263991,General
347,349,Pro Evolution Soccer 2008,PS2,2007-01-01,Sports,Konami Digital Entertainment,0.05,0.0,0.64,2.93,3.63,0.0437567992263991,General
348,350,Call of Duty: Ghosts,PS4,2013-01-01,Shooter,Activision,1.78,1.42,0.05,0.38,3.63,0.0437567992263991,Hardcore
349,351,Resident Evil 4,PS2,2005-01-01,Action,Capcom,2.08,0.83,0.46,0.25,3.62,0.0436359240904146,Hardcore
350,352,Tom Clancy's The Division,PS4,2016-01-01,Shooter,Ubisoft,1.28,1.61,0.15,0.57,3.61,0.04351504895443,Hardcore
351,353,Star Wars: Battlefront,PS2,2004-01-01,Shooter,LucasArts,1.93,1.22,0.03,0.44,3.61,0.04351504895443,Hardcore
352,354,Doom II: Hell on Earth,PC,1994-01-01,Shooter,Virgin Interactive,2.05,1.4,0.0,0.16,3.61,0.04351504895443,Hardcore
353,355,The Simpsons: Road Rage,PS2,2001-01-01,Racing,Electronic Arts,2.02,1.17,0.0,0.42,3.61,0.04351504895443,All Ages
354,356,Cooking Mama 2: Dinner With Friends,DS,2007-01-01,Simulation,505 Games,1.61,1.5,0.1,0.39,3.61,0.04351504895443,General
355,357,Luigi's Mansion,GC,2001-01-01,Action,Nintendo,2.38,0.67,0.46,0.1,3.6,0.0433941738184455,Hardcore
356,358,Star Wars: Battlefront II,PS2,2005-01-01,Shooter,LucasArts,2.18,1.02,0.03,0.37,3.59,0.043273298682461,Hardcore
357,359,WWF SmackDown!,PS,2000-01-01,Fighting,THQ,2.01,1.35,0.06,0.16,3.58,0.0431524235464765,General
358,360,Croc: Legend of the Gobbos,PS,1997-01-01,Platform,Fox Interactive,1.57,1.79,0.0,0.2,3.56,0.0429106732745074,General
359,361,Grand Theft Auto: Liberty City Stories,PS2,2006-01-01,Action,Take-Two Interactive,1.56,1.4,0.07,0.5,3.54,0.0426689230025383,Hardcore
360,362,The Getaway,PS2,2002-01-01,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54,0.0426689230025383,Hardcore
361,363,Tomb Raider III: Adventures of Lara Croft,PS,1997-01-01,Action,Eidos Interactive,1.66,1.58,0.12,0.18,3.54,0.0426689230025383,Hardcore
362,364,James Bond 007: Agent Under Fire,PS2,2001-01-01,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53,0.0425480478665538,Hardcore
363,365,LEGO Star Wars: The Video Game,PS2,2005-01-01,Action,Eidos Interactive,1.98,1.14,0.01,0.41,3.53,0.0425480478665538,Hardcore
364,366,Battlefield 4,X360,2013-01-01,Shooter,Electronic Arts,2.14,1.08,0.02,0.29,3.53,0.0425480478665538,Hardcore
365,367,FIFA Soccer 11,X360,2010-01-01,Sports,Electronic Arts,0.71,2.4,0.02,0.4,3.53,0.0425480478665538,General
366,368,Rugrats in Paris: The Movie,PS,2000-01-01,Action,THQ,1.96,1.33,0.0,0.23,3.52,0.0424271727305693,Hardcore
367,369,Spyro 2: Ripto's Rage!,PS,1999-01-01,Platform,Sony Computer Entertainment,2.14,1.21,0.01,0.17,3.52,0.0424271727305693,General
368,370,Left 4 Dead,X360,2008-01-01,Shooter,Electronic Arts,2.66,0.5,0.05,0.3,3.52,0.0424271727305693,Hardcore
369,371,Mario & Sonic at the Olympic Winter Games,DS,2009-01-01,Sports,Sega,1.22,1.66,0.27,0.38,3.52,0.0424271727305693,General
370,372,Resident Evil 5,X360,2009-01-01,Action,Capcom,2.11,0.94,0.12,0.34,3.51,0.0423062975945848,Hardcore
371,373,Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,1996-01-01,Platform,Nintendo,1.17,0.5,1.75,0.08,3.51,0.0423062975945848,General
372,374,Assassin's Creed: Brotherhood,X360,2010-01-01,Action,Ubisoft,2.84,0.39,0.03,0.24,3.5,0.0421854224586002,Hardcore
373,375,Kung Fu,NES,1985-01-01,Action,Nintendo,1.64,0.38,1.42,0.06,3.5,0.0421854224586002,Hardcore
374,376,Batman: Arkham Asylum,X360,2009-01-01,Action,Eidos Interactive,2.2,0.97,0.02,0.31,3.5,0.0421854224586002,Hardcore
375,377,Clubhouse Games,DS,2006-01-01,Misc,Nintendo,0.59,1.83,0.73,0.35,3.5,0.0421854224586002,General
376,379,Star Wars Battlefront (2015),XOne,2015-01-01,Shooter,Electronic Arts,1.94,1.22,0.02,0.31,3.49,0.0420645473226157,Hardcore
